class,sentence
"privacy",Use or disclosure is sought solely to review protected health information as necessary to prepare a research protocol or for similar purposes preparatory to research"
"privacy",A description of each of the other purposes for which the covered entity is permitted or required by this subpart to use or disclose protected health information without the individuals written authorization"
"privacy",For each such person or class of persons the category or categories of protected health information to which access is needed and any conditions appropriate to such access"
"privacy",If the individual is unable to agree because of incapacity a law enforcement or other public official authorized to receive the report represents that the protected health information for which disclosure is sought is not intended to be used against the individual and that an immediate enforcement activity that depends upon the disclosure would be materially and adversely affected by waiting until the individual is able to agree to the disclosure"
"privacy",If and to the extent prohibited by an applicable provision of State or other law including applicable case law a covered entity may not disclose or provide access in accordance with Ã‚Â§164524 to protected health information about an unemancipated minor to a parent guardian or other person acting in loco parentis and"
"privacy",Requires the return to the covered entity or destruction of the protected health information (including all copies made) at the end of the litigation or proceeding"
"privacy",Review requests for disclosure on an individual basis in accordance with such criteria"
"privacy",Such change is effective only with respect to protected health information created or received after the effective date of the notice"
"privacy",The contract may permit the business associate to provide data aggregation services relating to the health care operations of the covered entity"
"privacy",The party seeking the protected health information has requested a qualified protective order from such court or administrative tribunal"
"privacy",The protected health information that is disclosed consists of findings concerning a work-related illness or injury or a workplace-related medical surveillance"
"privacy",The right to receive confidential communications of protected health information as provided by Ã‚Â§164522 as applicable"
"privacy",To track FDA-regulated products"
"privacy",Use appropriate safeguards to prevent use or disclosure of the information other than as provided for by its contract"
"privacy",Use or disclosure by the covered entity for its own training programs in which students trainees or practitioners in mental health learn under supervision to practice or improve their skills in group joint family or individual counseling or"
"privacy",The business associate obtains reasonable assurances from the person to whom the information is disclosed that it will be held confidentially and used or further disclosed only as required by law or for the purpose for which it was disclosed to the person and"
"privacy",A group health plan or a health insurance issuer or HMO with respect to a group health plan may disclose protected health information to the sponsor of the plan"
"privacy",Not use or disclose the information for employment-related actions and decisions or in connection with any other benefit or employee benefit plan of the plan sponsor"
"privacy",The employer needs such findings in order to comply with its obligations under 29 CFR parts 1904 through 1928 30 CFR parts 50 through 90 or under state law having a similar purpose to record such illness or injury or to carry out responsibilities for workplace medical surveillance and"
"privacy",The right to inspect and copy protected health information as provided by Ã‚Â§164524"
"privacy",To enable product recalls repairs or replacement or lookback (including locating and notifying individuals who have received products that have been recalled withdrawn or are the subject of lookback) or"
"privacy",Use or disclosure by the covered entity to defend itself in a legal action or other proceeding brought by the individual and"
"privacy",The covered health care provider provides written notice to the individual that protected health information relating to the medical surveillance of the workplace and work-related illnesses and injuries is disclosed to the employer:"
"privacy",The right to amend protected health information as provided by Ã‚Â§164526"
"privacy",To conduct post marketing surveillance"
"privacy",The right to receive an accounting of disclosures of protected health information as provided by Ã‚Â§164528 and"
"privacy",A covered entity may disclose protected health information to a business associate and may allow a business associate to create or receive protected health information on its behalf if the covered entity obtains satisfactory assurance that the business associate will appropriately safeguard the information"
"privacy",A covered entity may use or disclose a limited data set under paragraphs of this section only for the purposes of research public health or health care operations"
"privacy",A covered entity may in accordance with paragraphs of this section disclose to a family member other relative or a close personal friend of the individual or any other person identified by the individual the protected health information directly relevant to such persons involvement with the individuals care or payment related to the individuals health care"
"privacy",A covered entity must limit any request for protected health information to that which is reasonably necessary to accomplish the purpose for which the request is made when requesting such information from other covered entities"
"privacy",A covered entity must permit an individual to request that the covered entity restrict: Uses or disclosures of protected health information about the individual to carry out treatment payment or health care operations and disclosures permitted under Ã‚Â§164510"
"privacy",A covered entity that maintains a web site that provides information about the covered entitys customer services or benefits must prominently post its notice on the web site and make the notice available electronically through the web site"
"privacy",A covered health care provider may condition the provision of research-related treatment on provision of an authorization for the use or disclosure of protected health information for such research under this section"
"privacy",A covered health care provider must permit individuals to request and must accommodate reasonable requests by individuals to receive communications of protected health information from the covered health care provider by alternative means or at alternative locations"
"privacy",A covered health care provider providing emergency health care in response to a medical emergency other than such emergency on the premises of the covered health care provider may disclose protected health information to a law enforcement official if such disclosure appears necessary to alert law enforcement to:"
"privacy",A description of the information to be used or disclosed that identifies the information in a specific and meaningful fashion"
"privacy",A health plan that is a government program providing public benefits may disclose protected health information relating to eligibility for or enrollment in the health plan to another agency administering a government program providing public benefits if the sharing of eligibility or enrollment information among such government agencies or the maintenance of such information in a single or combined data system accessible to all such government agencies is required or expressly authorized by statute or regulation"
"privacy",A public health authority that is authorized by law to collect or receive such information for the purpose of preventing or controlling disease injury or disability including but not limited to the reporting of disease injury vital events such as birth or death and the conduct of public health surveillance public health investigations and public health interventions or at the direction of a public health authority to an official of a foreign government agency that is acting in collaboration with a public health authority"
"privacy",Disclose protected health information to a plan sponsor to carry out plan administration functions that the plan sponsor performs only consistent with the provisions of paragraphs of this section"
"privacy",Disclosure of a code or other means of record identification designed to enable coded or otherwise de-identified information to be re-identified constitutes disclosure of protected health information and"
"privacy",Establish the permitted and required uses and disclosures of such information by the business associate"
"privacy",Establish the permitted and required uses and disclosures of such information by the plan sponsor provided that such permitted and required uses and disclosures may not be inconsistent with this subpart"
"privacy",Except as provided under paragraphs of this section or as otherwise authorized under Ã‚Â§164508 a group health plan in order to disclose protected health information to the plan sponsor or to provide for or permit the disclosure of protected health information to the plan sponsor by a health insurance issuer or HMO with respect to the group health plan must ensure that the plan documents restrict uses and disclosures of such information by the plan sponsor consistent with the requirements of this subpart"
"privacy",For any type of disclosure that it makes on a routine and recurring basis a covered entity must implement policies and procedures (which may be standard protocols) that limit the protected health information disclosed to the amount reasonably necessary to achieve the purpose of the disclosure"
"privacy",If the opportunity to object to uses or disclosures required by paragraphs of this section cannot practicably be provided because of the individuals incapacity or an emergency treatment circumstance a covered health care provider may use or disclose some or all of the protected health information permitted by paragraphs of this section for the facilitys directory if such disclosure is:"
"privacy",In addition to the information required by paragraphs of this section if a covered entity elects to limit the uses or disclosures that it is permitted to make under this subpart the covered entity may describe its more limited uses or disclosures in its notice provided that the covered entity may not include in its notice a limitation affecting its right to make a use or disclosure that is required by law or permitted by Ã‚Â§164512(j)"
"privacy",In response to an order of a court or administrative tribunal provided that the covered entity discloses only the protected health information expressly authorized by such order or"
"privacy",Notwithstanding any provision of this subpart other than the transition provisions in Ã‚Â§164532 a covered entity must obtain an authorization for any use or disclosure of protected health information for marketing except if the communication is in the form of:"
"privacy",The contract or other arrangement between the covered entity and the business associate may permit the business associate to use the information received by the business associate in its capacity as a business associate to the covered entity if necessary:"
"privacy",The covered entity may disclose only the following information:"
"privacy",The covered entity may not use or disclose protected health information for fundraising purposes as otherwise permitted by paragraphs of this section unless a statement required by Ã‚Â§164520 is included in the covered entitys notice"
"privacy",To the extent the disclosure is required by law and the disclosure complies with and is limited to the relevant requirements of such law"
"privacy",Use the following protected health information to maintain a directory of individuals in its facility:"
"privacy",A covered entity is not required to agree to a restriction"
"privacy",A covered entity may use or disclose protected health information to notify or assist in the notification of (including identifying or locating) a family member a personal representative of the individual or another person responsible for the care of the individual of the individuals location general condition or death"
"privacy",A covered entity may use protected health information to create a limited data set that meets the requirements of paragraphs of this section or disclose protected health information only to a business associate for such purpose whether or not the limited data set is to be used by the covered entity"
"privacy",A covered entity must reasonably safeguard protected health information to limit incidental uses or disclosures made pursuant to an otherwise permitted or required use or disclosure"
"privacy",A covered entity that is a correctional institution or a covered health care provider acting under the direction of the correctional institution may deny in whole or in part an inmates request to obtain a copy of protected health information if obtaining such copy would jeopardize the health safety security custody or rehabilitation of the individual or of other inmates or the safety of any officer employee or other person at the correctional institution or responsible for the transporting of the inmate"
"privacy",A covered entity that is a government agency administering a government program providing public benefits may disclose protected health information relating to the program to another covered entity that is a government agency administering a government program providing public benefits if the programs serve the same or similar populations and the disclosure of protected health information is necessary to coordinate the covered functions of such programs or to improve administration and management relating to the covered functions of such programs"
"privacy",A health plan must permit individuals to request and must accommodate reasonable requests by individuals to receive communications of protected health information from the health plan by alternative means or at alternative locations if the individual clearly states that the disclosure of all or part of that information could endanger the individual"
"privacy",A public health authority or other appropriate government authority authorized by law to receive reports of child abuse or neglect"
"privacy",A use or disclosure that is required by Â§164502 or permitted by Â§164512 Â§164512 with respect to the oversight of the originator of the psychotherapy notes Â§164512 or Â§164512(j)"
"privacy",Disclose for directory purposes such information: To members of the clergy except for religious affiliation to other persons who ask for the individual by name"
"privacy",Except as permitted by paragraphs of this section the covered entity may not disclose for the purposes of identification or location under paragraphs of this section any protected health information related to the individuals DNA or DNA analysis dental records or typing samples or analysis of body fluids or tissue"
"privacy",For a request that is made on a routine and recurring basis a covered entity must implement policies and procedures (which may be standard protocols) that limit the protected health information requested to the amount reasonably necessary to accomplish the purpose for which the request is made"
"privacy",For the covered entity to apply a change in its more limited uses and disclosures to protected health information created or received prior to issuing a revised notice in accordance with Ã‚Â§164530 the notice must include the statements required by paragraph (v) of this section"
"privacy",Government benefit programs for which health information is relevant to beneficiary eligibility"
"privacy",If a covered entity has not reserved its right under Ã‚Â§164520(v) to change a privacy practice that is stated in the notice the covered entity is bound by the privacy practices as stated in the notice with respect to protected health information created or received while such notice is in effect"
"privacy",If de-identified information is re-identified a covered entity may use or disclose such re-identified information only as permitted or required by this subpart"
"privacy",If the individual agrees to the disclosure or"
"privacy",In response to a subpoena discovery request or other lawful process that is not accompanied by an order of a court or administrative tribunal if:"
"privacy",Not permit a health insurance issuer or HMO with respect to the group health plan to disclose protected health information to the plan sponsor except as permitted by this paragraph"
"privacy",Provide that the group health plan will disclose protected health information to the plan sponsor only upon receipt of a certification by the plan sponsor that the plan documents have been amended to incorporate the following provisions and that the plan sponsor agrees to:"
"privacy",The contract or other arrangement between the covered entity and the business associate may permit the business associate to disclose the information received by the business associate in its capacity as a business associate for the purposes described in paragraphs of this section if:"
"privacy",The covered health care provider must inform the individual and provide an opportunity to object to uses or disclosures for directory purposes as required by paragraphs of this section when it becomes practicable to do so"
"privacy",The group health plan or a health insurance issuer or HMO with respect to the group health plan may disclose summary health information to the plan sponsor if the plan sponsor requests the summary health information for the purpose of:"
"privacy",The name or other specific identification of the person or class of persons authorized to make the requested use or disclosure"
"privacy",When a covered entity changes a privacy practice that is stated in the notice described in Ã‚Â§164520 and makes corresponding changes to its policies and procedures it may make the changes effective for protected health information that it created or received prior to the effective date of the notice revision if the covered entity has in accordance with Ã‚Â§164520(v) included in the notice a statement reserving its right to make such a change in its privacy practices or"
"privacy",A covered entity may condition the provision of health care that is solely for the purpose of creating protected health information for disclosure to a third party on provision of an authorization for the disclosure of the protected health information to such third party"
"privacy",A covered entity that agrees to a restriction under paragraphs of this section may not use or disclose protected health information in violation of such restriction except that if the individual who requested the restriction is in need of emergency treatment and the restricted protected health information is needed to provide the emergency treatment the covered entity may use the restricted protected health information or may disclose such information to a health care provider to provide such treatment to the individual"
"privacy",A person subject to the jurisdiction of the Food and Drug Administration (FDA) with respect to an FDA-regulated product or activity for which that person has responsibility for the purpose of activities related to the quality safety or effectiveness of such FDA-regulated product or activity"
"privacy",An individuals access to protected health information created or obtained by a covered health care provider in the course of research that includes treatment may be temporarily suspended for as long as the research is in progress provided that the individual has agreed to the denial of access when consenting to participate in the research that includes treatment and the covered health care provider has informed the individual that the right of access will be reinstated upon completion of the research"
"privacy",Not disclose and may not permit a health insurance issuer or HMO to disclose protected health information to a plan sponsor as otherwise permitted by this paragraph unless a statement required by Ã‚Â§164520 is included in the appropriate notice and"
"privacy",The group health plan or a health insurance issuer or HMO with respect to the group health plan may disclose to the plan sponsor information on whether the individual is participating in the group health plan or is enrolled in or has disenrolled from a health insurance issuer or HMO offered by the plan"
"privacy",The name or other specific identification of the person or class of persons to whom the covered entity may make the requested use or disclosure"
"privacy",To the extent the disclosure is expressly authorized by statute or regulation and:"
"privacy"," A description of each purpose of the requested use or disclosure"
"privacy"," A person who may have been exposed to a communicable disease or may otherwise be at risk of contracting or spreading a disease or condition if the covered entity or public health authority is authorized by law to notify such person as necessary in the conduct of a public health intervention or investigation or"
"privacy"," An individuals access to protected health information that is contained in records that are subject to the Privacy Act 5 USC 552a may be denied if the denial of access under the Privacy Act would meet the requirements of that law"
"privacy"," Entities subject to civil rights laws for which health information is necessary for determining compliance"
"privacy"," Not disclose protected health information to the plan sponsor for the purpose of employment-related actions or decisions or in connection with any other benefit or employee benefit plan of the plan sponsor"
"privacy","(v) An expiration date or an expiration event that relates to the individual or the purpose of the use or disclosure"
"privacy","(v) An individuals access may be denied if the protected health information was obtained from someone other than a health care provider under a promise of confidentiality and the access requested would be reasonably likely to reveal the source of the information"
"privacy","(v) For purposes of paragraphs of this section a qualified protective order means with respect to protected health information requested under paragraphs of this section an order of a court or of an administrative tribunal or a stipulation by the parties to the litigation or administrative proceeding that:"
"privacy","(vi) Notwithstanding paragraphs of this section a covered entity may disclose protected health information in response to lawful process described in paragraphs of this section without receiving satisfactory assurance under paragraphs of this section if the covered entity makes reasonable efforts to provide notice to the individual sufficient to meet the requirements of paragraphs of this section or to seek a qualified protective order sufficient to meet the requirements of paragraphs of this section"
"privacy","A covered entity is permitted to use or disclose protected health information as follows:"
"privacy","A covered entity is required to disclose protected health information:"
"privacy","A covered entity may deny an individual access without providing the individual an opportunity for review in the following circumstances"
"privacy","A covered entity may disclose protected health information about an individual who has died to a law enforcement official for the purpose of alerting law enforcement of the death of the individual if the covered entity has a suspicion that such death may have resulted from criminal conduct"
"privacy","A covered entity may disclose protected health information as authorized by and to the extent necessary to comply with laws relating to workers compensation or other similar programs established by law that provide benefits for work-related injuries or illness without regard to fault"
"privacy","A covered entity may disclose protected health information for a law enforcement purpose to a law enforcement official if the conditions in paragraph (6) of this section are met as applicable"
"privacy","A covered entity may disclose protected health information for the public health activities and purposes described in this paragraph to:"
"privacy","A covered entity may disclose protected health information in the course of any judicial or administrative proceeding:"
"privacy","A covered entity may disclose protected health information to a coroner or medical examiner for the purpose of identifying a deceased person determining a cause of death or other duties as authorized by law"
"privacy","A covered entity may disclose protected health information to a health oversight agency for oversight activities authorized by law including audits civil administrative or criminal investigations inspections licensure or disciplinary actions civil administrative or criminal proceedings or actions or other activities necessary for appropriate oversight of:"
"privacy","A covered entity may disclose protected health information to authorized federal officials for the conduct of lawful intelligence counter-intelligence and other national security activities authorized by the National Security Act (50 USC 401 et seq) and implementing authority (eg Executive Order 12333)"
"privacy","A covered entity may disclose protected health information to authorized federal officials for the provision of protective services to the President or other persons authorized by 18 USC 3056 or to foreign heads of state or other persons authorized by 22 USC 2709 or to for the conduct of investigations authorized by 18 USC 871 and 879"
"privacy","A covered entity may disclose protected health information to funeral directors consistent with applicable law as necessary to carry out their duties with respect to the decedent"
"privacy","A covered entity may disclose protected health information:"
"privacy","A covered entity may disclose to a correctional institution or a law enforcement official having lawful custody of an inmate or other individual protected health information about such inmate or individual if the correctional institution or such law enforcement official represents that such protected health information is necessary for:"
"privacy","A covered entity may disclose to a law enforcement official protected health information that the covered entity believes in good faith constitutes evidence of criminal conduct that occurred on the premises of the covered entity"
"privacy","A covered entity may not use or disclose protected health information except as permitted or required by this subpart or by subpart C of part 160 of this subchapter"
"privacy","A covered entity may use and disclose the protected health information of individuals who are Armed Forces personnel for activities deemed necessary by appropriate military command authorities to assure the proper execution of the military mission if the appropriate military authority has published by notice in the Federal Register the following information:"
"privacy","A covered entity may use and disclose the protected health information of individuals who are foreign military personnel to their appropriate foreign military authority for the same purposes for which uses and disclosures are permitted for Armed Forces personnel under the notice published in the Federal Register pursuant to paragraph (k) of this section"
"privacy","A covered entity may use or disclose a limited data set under paragraphs of this section only if the covered entity obtains satisfactory assurance in the form of a data use agreement that meets the requirements of this section that the limited data set recipient will only use or disclose the protected health information for limited purposes"
"privacy","A covered entity may use or disclose protected health information for research regardless of the source of funding of the research provided that:"
"privacy","A covered entity may use or disclose protected health information to a public or private entity authorized by law or by its charter to assist in disaster relief efforts for the purpose of coordinating with such entities the uses or disclosures permitted by paragraphs of this section"
"privacy","A covered entity may use or disclose protected health information to organ procurement organizations or other entities engaged in the procurement banking or transplantation of cadaveric organs eyes or tissue for the purpose of facilitating organ eye or tissue donation and transplantation"
"privacy","A covered entity may use or disclose protected health information without the written authorization of the individual as described in Ã‚Â§164508 or the opportunity for the individual to agree or object as described in Ã‚Â§164510 in the situations covered by this section subject to the applicable requirements of this section"
"privacy","A covered entity may use or disclose protected health information provided that the individual is informed in advance of the use or disclosure and has the opportunity to agree to or prohibit or restrict the use or disclosure in accordance with the applicable requirements of this section"
"privacy","A covered entity may use professional judgment and its experience with common practice to make reasonable inferences of the individuals best interest in allowing a person to act on behalf of the individual to pick up filled prescriptions medical supplies X-rays or other similar forms of protected health information"
"privacy","A covered entity may use protected health information to create information that is not individually identifiable health information or disclose protected health information only to a business associate for such purpose whether or not the de-identified information is to be used by the covered entity"
"privacy","A covered entity may use or disclose to a business associate or to an institutionally related foundation the following protected health information for the purpose of raising funds for its own benefit without an authorization meeting the requirements of Ã‚Â§164508:"
"privacy","A covered entity may consistent with applicable law and standards of ethical conduct use or disclose protected health information if the covered entity in good faith believes the use or disclosure:"
"privacy","A covered entity must comply with the requirements of this subpart with respect to the protected health information of a deceased individual"
"privacy","A covered entity must have in place appropriate administrative technical and physical safeguards to protect the privacy of protected health information"
"privacy","A covered entity must implement policies and procedures with respect to protected health information that are designed to comply with the standards implementation specifications or other requirements of this subpart"
"privacy","A covered entity must mitigate to the extent practicable any harmful effect that is known to the covered entity of a use or disclosure of protected health information in violation of its policies and procedures or the requirements of this subpart by the covered entity or its business associate"
"privacy","A covered entity must reasonably safeguard protected health information from any intentional or unintentional use or disclosure that is in violation of the standards implementation specifications or other requirements of this subpart"
"privacy","A covered entity must train all members of its workforce on the policies and procedures with respect to protected health information required by this subpart as necessary and appropriate for the members of the workforce to carry out their function within the covered entity"
"privacy","A covered entity that also performs the duties of a coroner or medical examiner may use protected health information for the purposes described in this paragraph"
"privacy","A covered entity that has agreed to a restriction pursuant to Ã‚Â§164522 may not use or disclose the protected health information covered by the restriction in violation of such restriction except as otherwise provided in Ã‚Â§164522"
"privacy","A covered entity that is a component of the Department of State may use protected health information to make medical suitability determinations and may disclose whether or not the individual was determined to be medically suitable to the officials in the Department of State who need access to such information for the following purposes:"
"privacy","A covered entity that is a component of the Department of Veterans Affairs may use and disclose protected health information to components of the Department that determine eligibility for or entitlement to or that provide benefits under the laws administered by the Secretary of Veterans Affairs"
"privacy","A covered entity that is a component of the Departments of Defense or Transportation may disclose to the Department of Veterans Affairs (DVA) the protected health information of an individual who is a member of the Armed Forces upon the separation or discharge of the individual from military service for the purpose of a determination by DVA of the individuals eligibility for or entitlement to benefits under laws administered by the Secretary of Veterans Affairs"
"privacy","A covered entity that is a correctional institution may use protected health information of individuals who are inmates for any purpose for which such protected health information may be disclosed"
"privacy","A covered entity that is required by Ã‚Â§164520 to have a notice may not use or disclose protected health information in a manner inconsistent with such notice"
"privacy","A covered entity that is required by Ã‚Â§164520 to include a specific statement in its notice if it intends to engage in an activity listed in Ã‚Â§164520Ã¢â‚¬â€œ may not use or disclose protected health information for such activities unless the required statement is included in the notice"
"privacy","A covered health care provider must inform an individual of the protected health information that it may include in a directory and the persons to whom it may disclose such information (including disclosures to clergy of information regarding religious affiliation) and provide the individual with the opportunity to restrict or prohibit some or all of the uses or disclosures permitted by paragraphs of this section"
"privacy","Also no use of percentages or other mathematical formulas may be used if they result in the display of a cell 10 or less"
"privacy","Any such use or disclosure of protected health information for such notification purposes must be in accordance with paragraphs of this section as applicable"
"privacy","As specified in this paragraph a covered entity must except as provided in paragraph (5) of this section treat a personal representative as the individual for purposes of this subchapter"
"privacy","Data Recipient shall have the right to use all Individually Identifiable Health Information (IIHI) provided to it by the Data Custodian for the Research Public Health or Health Care Operations purposes as listed below (be brief but use as much space as necessary):"
"privacy","Data Recipient shall use appropriate safeguards to protect the IIHI from misuse or inappropriate disclosure and to prevent any use or disclosure of the IIHI other than as provided in this DUA or as otherwise required by law or regulation"
"privacy","Except as otherwise permitted or required by this subchapter a covered entity may not use or disclose protected health information without an authorization that is valid under this section"
"privacy","Except as otherwise provided in paragraphs of this section an individual has a right of access to inspect and obtain a copy of protected health information about the individual in a designated record set for as long as the protected health information is maintained in the designated record set except for:"
"privacy","Except as provided by paragraphs of this section an individual has a right to adequate notice of the uses and disclosures of protected health information that may be made by the covered entity and of the individuals rights and the covered entitys legal duties with respect to protected health information"
"privacy","Except for disclosures required by law as permitted by paragraphs of this section a covered entity may disclose protected health information in response to a law enforcement officials request for such information for the purpose of identifying or locating a suspect fugitive material witness or missing person provided that:"
"privacy","Except for disclosures required by law as permitted by paragraphs of this section a covered entity may disclose protected health information in response to a law enforcement officials request for such information about an individual who is or is suspected to be a victim of a crime other than disclosures that are subject to paragraphs of this section if:"
"privacy","Except for reports of child abuse or neglect permitted by paragraphs of this section a covered entity may disclose protected health information about an individual whom the covered entity reasonably believes to be a victim of abuse neglect or domestic violence to a government authority including a social service or protective services agency authorized by law to receive reports of such abuse neglect or domestic violence:"
"privacy","Except with respect to uses or disclosures that require an authorization under Ã‚Â§164508 and a covered entity may use or disclose protected health information for treatment payment or health care operations as set forth in paragraphs of this section provided that such use or disclosure is consistent with other applicable requirements of this subpart"
"privacy","For all uses disclosures or requests to which the requirements in paragraphs of this section apply a covered entity may not use disclose or request an entire medical record except when the entire medical record is specifically justified as the amount that is reasonably necessary to accomplish the purpose of the use disclosure or request"
"privacy","Further the User agrees that the data must not be physically moved transmitted or disclosed in any way from or by the site indicated in section 17 without written approval from CMS unless such movement transmission or disclosure is required by a law"
"privacy","Further the User represents that said study protocol or project plans that have been approved by CMS or other appropriate entity as CMS may determine represent the total use to which the data file specified in section 5 will be put"
"privacy","Furthermore if CMS determines that the risk of harm requires notification of affected individual persons of the security breach possibly and possibly other remedies the User agrees to carry out these remedies without cost to CMS"
"privacy","If a covered entity also is a health oversight agency the covered entity may use protected health information for health oversight activities as permitted by paragraphs of this section"
"privacy","If a health plan receives protected heath information for the purpose of underwriting premium rating or other activities relating to the creation renewal or replacement of a contract of health insurance or health benefits and if such health insurance or health benefits are not placed with the health plan such health plan may not use or disclose such protected health information for any other purpose except as may be required by law"
"privacy","If necessary for funeral directors to carry out their duties the covered entity may disclose the protected health information prior to and in reasonable anticipation of the individuals death"
"privacy","If the covered entity also is a public health authority the covered entity is permitted to use protected health information in all cases in which it is permitted to disclose such information for public health activities under paragraphs of this section"
"privacy","If the individual is not present or the opportunity to agree or object to the use or disclosure cannot practicably be provided because of the individuals incapacity or an emergency circumstance the covered entity may in the exercise of professional judgment determine whether the disclosure is in the best interests of the individual and if so disclose only the protected health information that is directly relevant to the persons involvement with the individuals health care"
"privacy","If the individual is present for or otherwise available prior to a use or disclosure permitted by paragraphs of this section and has the capacity to make health care decisions the covered entity may use or disclose the protected health information if it:"
"privacy","If under applicable law a parent guardian or other person acting in loco parentis has authority to act on behalf of an individual who is an unemancipated minor in making decisions related to health care a covered entity must treat such person as a personal representative under this subchapter with respect to protected health information relevant to such personal representation except that such person may not be a personal representative of an unemancipated minor and the minor has the authority to act as an individual with respect to protected health information pertaining to a health care service if:"
"privacy","If under applicable law a person has authority to act on behalf of an individual who is an adult or an emancipated minor in making decisions related to health care a covered entity must treat such person as a personal representative under this subchapter with respect to protected health information relevant to such personal representation"
"privacy","If under applicable law an executor administrator or other person has authority to act on behalf of a deceased individual or of the individuals estate a covered entity must treat such person as a personal representative under this subchapter with respect to protected health information relevant to such personal representation"
"privacy","In exchange the User agrees to pay any applicable fees the User agrees to use the data only for purposes that support the UserÃ¢â‚¬â„¢s study research or project referenced in this Agreement which has been determined by CMS to provide assistance to CMS in monitoring managing and improving the Medicare and Medicaid programs or the services provided to beneficiaries and the User agrees to ensure the integrity security and confidentiality of the data by complying with the terms of this Agreement and applicable law including the Privacy Act and the Health Insurance Portability and Accountability Act"
"privacy","In order to comply with Ã‚Â§164502 and this section a covered entity must meet the requirements of paragraph (5) of this section with respect to a request for or the use and disclosure of protected health information"
"privacy","In order to secure data that reside in a CMS Privacy Act System of Records in order to ensure the integrity security and confidentiality of information maintained by the CMS and to permit appropriate disclosure and use of such data as permitted by law CMS and (Requestor) agreement to comply with the following specific paragraphs"
"privacy","Includes the ability to customize so that only those patient classes a facility desires will show up on the locator also includes the capability to indicate which patients want to opt out of being listed in the patient directory"
"privacy","Notwithstanding Ã‚Â§Ã‚Â§164508 and 164512 a covered entity may use or disclose protected health information consistent with paragraphs of this section pursuant to an authorization or other express legal permission obtained from an individual permitting the use or disclosure of protected health information informed consent of the individual to participate in research or a waiver of informed consent by an IRB"
"privacy","Notwithstanding any other provisions of this subpart a covered entity other than a small health plan may disclose protected health information to a business associate and may allow a business associate to create receive or use protected health information on its behalf pursuant to a written contract or other written arrangement with such business associate that does not comply with Ã‚Â§Ã‚Â§164502 and 164504 consistent with the requirements and only for such time set forth in paragraphs of this section"
"privacy","Notwithstanding any provision of this subpart other than the transition provisions in Ã‚Â§164532 a covered entity must obtain an authorization for any use or disclosure of psychotherapy notes except: To carry out the following treatment payment or health care operations:"
